index,daya_baterai,bluetooth,kecepatan_clock,dual_sim,kamera_depan,four_g,memori_internal,tebal_hp,berat_hp,jumlah_prosesor,kamera_belakang_mp,px_panjang,px_lebar,kapasitas_ram,panjang_layar,lebar_layar,waktu_telfon,three_g,touch_screen,wifi,price_range
1714,1698,0,2.8,0,10,Ya,7,0.8,131,8,12,26,508,2992,15.0,3,17,1,1,0,2000k-3000k
256,601,1,1.4,0,4,Ya,4,0.1,154,4,13,356,765,532,,8,10,1,1,1,0-<1000k
1630,1194,0,2.3,0,6,Ya,34,0.2,165,2,12,494,509,313,15.0,1,19,1,1,0,0-<1000k
1221,1263,1,2.0,0,0,Tidak,5,0.4,146,6,3,954,1609,1958,9.0,6,4,1,1,1,2000k-3000k
1119,1537,0,2.9,0,11,Ya,46,0.8,158,4,17,686,1305,2857,17.0,14,2,1,1,1,>3000k
1472,1595,0,1.9,1,1,Tidak,63,0.9,88,1,20,1475,1988,908,18.0,13,6,0,0,1,1000k-<2000k
1699,1002,1,1.8,0,1,Tidak,45,0.7,180,7,7,948,1007,1234,19.0,13,18,1,1,0,0-<1000k
169,1569,0,2.8,1,16,Tidak,44,0.3,110,4,20,45,1942,1260,9.0,2,17,1,0,0,1000k-<2000k
1605,513,0,1.9,0,8,Tidak,27,0.4,174,8,13,282,710,3400,16.0,6,13,0,1,1,2000k-3000k
1329,1384,1,2.8,1,15,Tidak,60,0.1,82,3,18,983,1210,1221,18.0,12,15,1,0,1,1000k-<2000k
560,1168,0,1.3,0,9,Tidak,61,0.1,90,8,10,159,1578,3173,9.0,4,17,0,0,1,>3000k
1877,1142,1,1.2,0,0,Tidak,2,0.6,114,6,0,623,769,1747,7.0,0,14,0,1,0,1000k-<2000k
373,1067,1,1.7,1,0,Tidak,58,0.5,135,7,0,79,681,706,,9,16,0,1,0,0-<1000k
909,868,0,1.7,0,0,Tidak,30,0.8,83,4,0,276,1026,1653,11.0,7,17,1,0,0,1000k-<2000k
719,1068,0,2.0,1,1,Ya,37,0.9,184,7,13,186,1998,1803,5.0,4,7,1,0,0,1000k-<2000k
791,1520,0,0.5,0,1,Ya,24,0.7,199,5,8,109,1909,3233,13.0,3,4,1,0,1,>3000k
954,922,1,0.7,0,0,Ya,47,1.0,157,8,14,1295,1808,1464,17.0,4,12,1,0,1,1000k-<2000k
1251,1317,0,1.8,1,2,Tidak,43,0.5,113,5,3,179,613,3436,16.0,13,5,0,1,1,>3000k
1684,1035,0,0.5,1,14,Ya,49,0.3,178,2,15,574,1171,3991,,4,19,1,0,0,>3000k
1167,622,0,0.7,0,0,Ya,9,0.3,127,2,0,98,511,3916,13.0,1,5,1,0,1,2000k-3000k
1870,1234,0,1.7,1,8,Tidak,17,0.9,174,6,15,209,725,3351,,9,19,0,0,1,2000k-3000k
1204,1524,0,2.5,1,11,Ya,41,1.0,96,4,20,184,740,1936,7.0,0,9,1,1,1,1000k-<2000k
868,981,1,1.9,1,0,Tidak,2,0.1,136,3,7,75,688,1539,19.0,12,19,0,0,0,0-<1000k
972,1330,0,0.9,0,6,Ya,52,0.8,84,4,12,462,1304,3269,19.0,6,8,1,1,0,>3000k
1155,1414,1,2.2,1,0,Ya,49,0.5,101,4,1,130,887,2290,13.0,0,12,1,1,0,1000k-<2000k
1948,748,0,1.4,0,0,Tidak,25,1.0,110,7,14,88,709,1974,17.0,5,13,0,1,1,1000k-<2000k
1071,1540,0,0.7,1,1,Tidak,60,0.8,197,7,12,704,822,1591,19.0,0,2,1,0,1,1000k-<2000k
964,648,0,1.9,1,4,Tidak,8,1.0,91,5,19,819,1997,2991,8.0,7,4,0,0,1,2000k-3000k
774,969,0,2.4,0,0,Tidak,45,0.3,124,7,0,491,589,404,18.0,5,19,1,0,1,0-<1000k
324,1698,0,2.1,0,5,Ya,18,0.9,160,6,20,363,994,796,13.0,3,14,1,0,1,0-<1000k
203,671,0,0.9,1,10,Tidak,30,0.7,105,7,17,852,1182,2504,6.0,4,15,1,0,0,2000k-3000k
84,1127,1,2.9,1,5,Ya,57,0.8,163,1,13,928,1049,2048,11.0,5,17,1,1,1,1000k-<2000k
633,1231,0,1.2,1,5,Tidak,54,0.8,185,3,10,632,1184,1762,5.0,3,6,1,1,0,1000k-<2000k
908,1254,0,1.7,0,0,Ya,45,0.4,146,3,3,1571,1956,606,7.0,2,2,1,1,1,1000k-<2000k
1589,1765,0,1.1,0,3,Tidak,11,0.7,87,2,7,835,1175,3695,6.0,5,18,1,0,0,>3000k
611,1958,1,1.9,1,0,Tidak,4,0.2,190,2,3,304,637,1409,16.0,5,3,0,0,0,1000k-<2000k
398,1323,1,2.5,1,10,Ya,28,0.2,131,4,12,162,619,1892,10.0,0,15,1,1,1,1000k-<2000k
91,1977,1,2.0,1,7,Ya,54,1.0,171,7,18,1226,1242,1971,18.0,7,14,1,1,0,2000k-3000k
1106,1266,0,2.6,0,1,Tidak,18,0.4,86,7,2,1187,1595,398,16.0,8,3,1,1,1,0-<1000k
430,1887,1,3.0,1,6,Ya,17,0.2,126,8,7,1172,1798,3348,18.0,16,16,1,1,0,>3000k
779,819,1,2.5,1,0,Ya,11,0.2,83,8,1,438,822,1094,10.0,5,15,1,0,0,0-<1000k
1143,904,1,1.2,1,10,Ya,31,0.8,112,3,11,657,1014,2814,13.0,3,19,1,0,0,2000k-3000k
1894,1549,1,1.8,1,0,Tidak,62,0.7,91,4,4,167,990,799,7.0,3,9,1,0,1,0-<1000k
291,1563,0,1.7,1,10,Tidak,16,0.1,151,7,13,410,572,3922,11.0,1,8,0,0,1,>3000k
57,987,0,1.3,1,0,Ya,61,0.4,107,3,9,581,820,3963,9.0,4,20,1,0,1,>3000k
1345,947,1,0.5,0,1,Ya,51,0.1,144,2,15,193,887,2915,17.0,1,6,1,1,1,2000k-3000k
257,507,1,0.5,1,1,Tidak,32,0.5,141,7,11,936,1398,1702,17.0,0,5,1,1,1,1000k-<2000k
888,1578,0,2.9,0,8,Tidak,3,0.9,200,1,20,342,670,3483,17.0,4,16,1,0,0,>3000k
1946,590,1,1.2,1,0,Tidak,32,0.4,141,6,1,227,509,1817,10.0,0,6,0,1,0,0-<1000k
1466,1045,1,1.2,1,3,Ya,40,0.1,175,6,7,1078,1564,2137,11.0,8,12,1,0,1,2000k-3000k
1066,1809,0,0.5,0,6,Tidak,23,0.7,123,6,19,433,1661,2784,,6,20,1,1,1,>3000k
1641,1109,1,2.8,1,6,Tidak,57,0.9,151,1,12,124,833,2785,15.0,10,16,1,0,0,2000k-3000k
388,1117,0,0.5,0,1,Tidak,12,0.6,144,7,8,798,817,2895,7.0,6,16,1,1,0,2000k-3000k
335,803,0,0.8,1,0,Tidak,18,0.3,106,4,1,627,935,2801,18.0,15,12,0,1,0,2000k-3000k
273,1611,1,0.5,1,11,Tidak,3,0.6,98,3,14,303,714,1595,8.0,4,9,1,0,1,1000k-<2000k
756,545,0,0.5,0,0,Ya,11,0.3,131,3,1,381,1452,616,15.0,6,19,1,1,1,0-<1000k
1512,1695,0,2.3,1,1,Tidak,34,0.4,84,5,10,713,1742,3296,17.0,6,14,0,0,0,>3000k
1574,1628,1,1.8,1,11,Tidak,56,0.1,136,2,13,500,1713,3358,17.0,11,12,1,1,1,>3000k
1925,1830,1,0.5,0,5,Tidak,14,0.8,160,6,6,773,1353,1905,16.0,3,19,1,1,1,2000k-3000k
1077,1569,0,0.8,1,8,Tidak,59,0.9,111,3,16,1261,1383,3672,15.0,2,15,1,0,1,>3000k
1935,798,0,0.6,1,6,Ya,21,0.5,110,2,12,661,1951,1647,,2,3,1,0,0,1000k-<2000k
128,1957,0,0.9,1,11,Tidak,31,0.6,181,3,16,396,1732,3801,,0,7,1,0,1,>3000k
802,1591,1,2.2,1,4,Ya,52,1.0,161,3,16,548,1641,282,10.0,9,14,1,1,1,0-<1000k
28,1453,0,1.6,1,12,Ya,52,0.3,96,2,18,187,1311,2373,10.0,1,10,1,1,1,2000k-3000k
1207,627,0,1.8,0,2,Tidak,20,0.8,142,3,8,211,507,896,17.0,6,14,0,0,0,0-<1000k
882,1156,1,2.7,1,1,Ya,30,0.9,173,3,16,945,1913,2735,16.0,15,13,1,0,1,2000k-3000k
1483,565,0,0.6,1,1,Tidak,50,0.1,158,2,8,543,703,2156,13.0,6,6,1,1,1,1000k-<2000k
510,687,1,1.3,0,9,Ya,50,0.6,151,4,20,584,1151,3416,14.0,6,8,1,1,0,>3000k
675,600,0,2.5,1,8,Ya,22,0.1,145,1,11,207,1162,3441,19.0,1,5,1,0,0,2000k-3000k
151,742,0,2.2,1,4,Tidak,56,0.2,190,7,14,577,1359,3557,16.0,11,12,0,1,1,>3000k
244,1891,0,2.8,0,7,Ya,37,0.4,129,7,14,169,1108,3704,8.0,6,11,1,0,0,>3000k
714,1188,1,1.4,1,0,Ya,9,0.6,114,2,0,1339,1558,2896,,11,16,1,0,1,>3000k
543,1590,0,1.9,1,3,Ya,21,1.0,160,5,18,920,963,1701,11.0,4,4,1,0,1,1000k-<2000k
544,707,0,0.5,0,0,Ya,16,0.1,194,2,0,1027,1508,1853,17.0,14,12,1,1,1,1000k-<2000k
639,924,0,0.5,1,0,Ya,47,0.3,167,8,6,108,1813,1620,17.0,15,12,1,0,0,1000k-<2000k
697,1567,0,0.5,1,3,Tidak,22,0.5,119,6,6,545,1621,2312,9.0,1,18,1,0,0,2000k-3000k
1289,615,1,0.5,1,7,Tidak,58,0.5,130,5,8,1021,1958,1906,14.0,5,5,1,0,0,1000k-<2000k
1312,1142,1,1.1,0,0,Ya,6,0.5,198,4,0,739,1766,1273,19.0,0,6,1,0,0,1000k-<2000k
423,1681,1,2.5,0,2,Tidak,11,0.4,158,2,13,195,1205,1122,,6,16,0,1,1,0-<1000k
910,1205,0,0.5,1,3,Tidak,12,0.6,175,4,6,573,614,860,14.0,1,14,1,0,1,0-<1000k
1171,815,0,2.0,1,4,Tidak,51,0.3,85,6,12,982,1291,3469,5.0,4,6,1,0,1,>3000k
659,966,1,0.6,0,9,Ya,50,0.2,117,4,10,1446,1754,2574,10.0,1,5,1,0,1,2000k-3000k
797,1320,0,2.1,1,0,Ya,41,0.6,144,7,2,123,1229,542,11.0,1,14,1,1,0,0-<1000k
1965,659,0,1.4,1,2,Ya,3,0.1,85,8,6,190,657,967,10.0,1,14,1,0,1,0-<1000k
1201,1481,1,2.0,1,0,Tidak,35,0.5,105,3,0,249,522,2635,17.0,16,4,1,0,1,2000k-3000k
99,593,0,0.5,0,6,Tidak,31,0.4,156,7,7,1233,1317,1692,6.0,2,7,1,0,0,1000k-<2000k
850,840,0,0.6,0,0,Ya,63,0.8,137,7,19,987,1081,3486,,8,18,1,1,0,>3000k
448,1589,0,2.5,0,5,Ya,51,0.8,195,1,18,810,1743,2612,8.0,2,16,1,0,0,2000k-3000k
1455,867,1,,0,0,Ya,57,0.1,159,4,0,289,724,2157,8.0,6,18,1,0,0,1000k-<2000k
1871,1961,1,,0,10,Tidak,55,0.5,100,7,20,861,1888,2355,14.0,7,6,1,1,1,>3000k
1733,1163,1,2.1,1,0,Ya,19,0.9,132,2,1,728,818,2940,13.0,0,15,1,0,1,2000k-3000k
755,1018,1,0.7,1,7,Tidak,63,0.1,155,5,18,856,883,3048,10.0,3,2,0,0,1,2000k-3000k
976,1778,0,0.5,0,0,Ya,23,0.5,101,6,11,1028,1445,3941,19.0,6,13,1,0,0,>3000k
115,1900,1,2.3,0,1,Ya,18,0.2,89,7,9,1055,1661,2871,,1,13,1,1,1,>3000k
1940,1600,0,0.5,0,1,Ya,16,0.3,94,4,16,1315,1710,2073,9.0,5,4,1,1,0,2000k-3000k
777,1786,0,0.5,0,9,Ya,58,0.7,161,7,10,231,1671,2764,9.0,3,7,1,1,1,>3000k
72,605,0,1.0,0,8,Ya,9,0.1,142,3,16,160,1026,392,15.0,6,4,1,0,0,0-<1000k
845,1907,0,2.0,0,13,Tidak,55,0.9,105,7,15,713,1513,286,14.0,4,17,1,0,1,0-<1000k
537,737,1,2.4,1,7,Tidak,49,0.6,193,4,16,781,1463,2951,7.0,0,10,0,1,0,2000k-3000k
1701,1306,1,2.1,1,2,Ya,33,0.4,174,3,9,867,1258,2521,6.0,5,16,1,0,0,2000k-3000k
849,1286,1,2.3,0,10,Ya,16,0.1,98,2,18,18,662,424,10.0,5,4,1,1,0,0-<1000k
1624,555,1,3.0,1,5,Ya,38,0.8,193,2,10,214,1970,1686,8.0,1,8,1,0,1,1000k-<2000k
174,534,0,0.5,1,0,Ya,16,1.0,189,5,1,393,1199,3926,16.0,12,20,1,0,0,>3000k
87,1083,1,2.9,1,1,Ya,64,0.8,178,3,11,1025,1118,3210,13.0,3,4,1,0,0,>3000k
551,1900,1,2.0,1,1,Tidak,41,0.5,190,8,6,912,1596,850,5.0,1,4,1,1,1,1000k-<2000k
1510,827,1,0.6,1,9,Ya,35,0.2,87,6,17,23,826,2367,5.0,3,15,1,0,1,1000k-<2000k
705,1519,0,2.9,0,2,Tidak,30,0.7,112,7,8,1122,1702,2440,9.0,5,10,1,1,1,2000k-3000k
314,1163,0,2.8,1,0,Tidak,49,0.6,155,2,0,520,754,2768,19.0,2,12,0,0,1,2000k-3000k
1420,904,0,2.7,1,4,Tidak,19,0.6,147,6,7,1094,1496,545,19.0,18,16,0,0,0,0-<1000k
600,1170,0,2.9,1,2,Tidak,40,0.4,169,6,5,427,684,2366,16.0,8,2,1,1,1,1000k-<2000k
1496,1868,1,0.5,0,2,Ya,40,0.9,179,8,17,576,884,298,8.0,2,17,1,1,0,0-<1000k
1094,688,1,,0,0,Tidak,2,1.0,89,3,2,271,869,391,5.0,2,8,1,1,1,0-<1000k
599,1835,1,2.3,0,4,Ya,11,0.1,193,7,13,385,583,448,18.0,17,14,1,0,0,0-<1000k
1828,1576,1,2.2,0,8,Tidak,5,0.7,139,3,17,258,789,3904,5.0,1,7,1,1,1,>3000k
1778,1492,1,,0,5,Tidak,11,0.9,85,3,7,1684,1746,2259,14.0,12,19,0,1,1,>3000k
277,1281,1,2.8,1,3,Ya,8,0.3,144,4,19,590,954,1851,8.0,2,9,1,1,0,1000k-<2000k
1747,618,0,1.1,0,11,Ya,45,0.2,188,3,20,1175,1586,2339,19.0,2,10,1,1,0,2000k-3000k
1033,1632,1,1.4,0,0,Tidak,41,0.1,132,4,1,706,1623,2614,5.0,4,15,1,0,0,2000k-3000k
1383,1763,0,0.5,1,12,Tidak,10,0.2,184,3,19,238,1893,792,17.0,12,13,1,0,1,0-<1000k
1731,1066,0,3.0,1,6,Ya,5,0.5,167,5,7,53,1504,1044,8.0,7,11,1,0,0,0-<1000k
763,1741,1,1.8,0,0,Tidak,14,0.7,143,8,0,730,1895,3387,11.0,3,3,1,0,0,>3000k
835,1224,1,1.6,0,9,Tidak,33,1.0,157,1,18,522,563,3796,10.0,5,13,1,1,0,>3000k
1216,1158,0,0.7,1,1,Ya,29,0.7,123,2,20,311,1796,1542,17.0,9,15,1,0,1,1000k-<2000k
1653,1190,0,2.0,1,0,Tidak,40,0.2,93,5,1,1399,1646,3610,13.0,7,9,0,0,1,>3000k
559,1191,0,2.4,1,2,Tidak,13,0.9,169,1,7,179,1813,1028,14.0,6,8,1,1,1,0-<1000k
684,706,0,0.5,0,13,Ya,31,0.1,108,3,19,543,938,2419,8.0,7,4,1,0,1,1000k-<2000k
